algorithm;timed out;problem instance;domain size;max degree;number of disconnected components;number of variables;target density p1;target tightness p2;true average density p1;true average tightness p2;NCCCs;simulated time (in ms);number of messages;total message size (in bytes);maximum message size (in bytes);induced treewidth;reported cost;true cost
AFB;0;randomMaxDisCSP_1548908700508;10;6;1;10;0.4;0.4;0.4;0.38722222222221725;5520;23;5947;194328;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908700508;10;6;1;10;0.4;0.4;0.4;0.38722222222221725;352100;75;108;123207;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908701451;10;7;1;10;0.4;0.5;0.4;0.48999999999999055;9600;26;6250;234173;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908701451;10;7;1;10;0.4;0.5;0.4;0.48999999999999055;351100;69;108;122366;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908702418;10;5;1;10;0.4;0.6;0.4;0.5966666666666526;43330;44;7424;388596;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908702418;10;5;1;10;0.4;0.6;0.4;0.5966666666666526;292100;79;108;86956;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908703476;10;5;1;10;0.4;0.7;0.4;0.7066666666666478;81920;45;9903;701550;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908703476;10;5;1;10;0.4;0.7;0.4;0.7066666666666478;422100;82;109;159017;40797;4;1;1
AFB;0;randomMaxDisCSP_1548908704643;10;6;1;10;0.4;0.8;0.4;0.8011111111110881;3452590;352;134280;17577109;454;0;3;3
DPOP;0;randomMaxDisCSP_1548908704643;10;6;1;10;0.4;0.8;0.4;0.8011111111110881;63100;50;109;50796;4573;3;3;3
AFB;0;randomMaxDisCSP_1548908708846;10;5;1;10;0.4;0.9;0.4;0.897222222222195;1198170;159;56384;6928091;454;0;4;4
DPOP;0;randomMaxDisCSP_1548908708846;10;5;1;10;0.4;0.9;0.4;0.897222222222195;302100;66;108;86504;40797;4;4;4
AFB;0;randomMaxDisCSP_1548908711316;10;7;1;10;0.4;0.99;0.4;0.9872222222221911;403500;126;50467;6114026;454;0;12;12
DPOP;0;randomMaxDisCSP_1548908711316;10;7;1;10;0.4;0.99;0.4;0.9872222222221911;82100;59;108;42950;4573;3;12;12
AFB;0;randomMaxDisCSP_1548908713573;10;6;1;10;0.4;0.4;0.4;0.39111111111110597;2870;23;5815;177527;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908713573;10;6;1;10;0.4;0.4;0.4;0.39111111111110597;422100;75;108;122351;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908714549;10;6;1;10;0.4;0.5;0.4;0.4961111111111014;23170;32;6716;295454;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908714549;10;6;1;10;0.4;0.5;0.4;0.4961111111111014;431100;60;108;81983;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908715544;10;7;1;10;0.4;0.6;0.4;0.5822222222222088;17210;36;6747;300336;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908715544;10;7;1;10;0.4;0.6;0.4;0.5822222222222088;324100;62;108;82872;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908716553;10;6;1;10;0.4;0.7;0.4;0.7133333333333142;61520;39;8033;465997;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908716553;10;6;1;10;0.4;0.7;0.4;0.7133333333333142;62100;38;108;50313;4573;3;1;1
AFB;0;randomMaxDisCSP_1548908717561;10;7;2;10;0.4;0.8;0.4;0.807222222222199;489750;100;26669;2730446;454;0;3;3
DPOP;0;randomMaxDisCSP_1548908717561;10;7;2;10;0.4;0.8;0.4;0.807222222222199;82100;40;104;49037;4573;3;3;3
AFB;0;randomMaxDisCSP_1548908719223;10;6;1;10;0.4;0.9;0.4;0.9088888888888612;622230;131;53829;6462810;454;0;7;7
DPOP;0;randomMaxDisCSP_1548908719223;10;6;1;10;0.4;0.9;0.4;0.9088888888888612;62100;37;108;42935;4573;3;7;7
AFB;0;randomMaxDisCSP_1548908721509;10;6;1;10;0.4;0.99;0.4;0.9866666666666356;4139900;427;222956;30103978;454;0;13;13
DPOP;0;randomMaxDisCSP_1548908721509;10;6;1;10;0.4;0.99;0.4;0.9866666666666356;262100;81;108;79163;40797;4;13;13
AFB;0;randomMaxDisCSP_1548908727388;10;8;1;10;0.4;0.4;0.4;0.3761111111111066;1620;18;5907;189035;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908727388;10;8;1;10;0.4;0.4;0.4;0.3761111111111066;262100;60;108;79189;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908728291;10;6;1;10;0.4;0.5;0.4;0.541666666666655;9770;31;6194;227754;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908728291;10;6;1;10;0.4;0.5;0.4;0.541666666666655;282100;65;108;86127;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908729343;10;6;1;10;0.4;0.6;0.4;0.5722222222222092;6450;23;6113;216089;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908729343;10;6;1;10;0.4;0.6;0.4;0.5722222222222092;325100;82;108;79623;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908730373;10;7;1;10;0.4;0.7;0.4;0.6999999999999814;61250;38;8353;512932;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908730373;10;7;1;10;0.4;0.7;0.4;0.6999999999999814;62100;39;108;47058;4573;3;1;1
AFB;0;randomMaxDisCSP_1548908731388;10;6;1;10;0.4;0.8;0.4;0.7977777777777549;436190;86;23790;2520024;454;0;2;2
DPOP;0;randomMaxDisCSP_1548908731388;10;6;1;10;0.4;0.8;0.4;0.7977777777777549;72100;45;108;50741;4573;3;2;2
AFB;0;randomMaxDisCSP_1548908732962;10;6;1;10;0.4;0.9;0.4;0.8999999999999727;716000;127;48864;5862173;454;0;5;5
DPOP;0;randomMaxDisCSP_1548908732962;10;6;1;10;0.4;0.9;0.4;0.8999999999999727;272100;72;108;86555;40797;4;5;5
AFB;0;randomMaxDisCSP_1548908735158;10;6;1;10;0.4;0.99;0.4;0.9888888888888577;114190;85;16023;1571890;454;0;12;12
DPOP;0;randomMaxDisCSP_1548908735158;10;6;1;10;0.4;0.99;0.4;0.9888888888888577;552100;81;108;122351;40797;4;12;12
AFB;0;randomMaxDisCSP_1548908736537;10;6;1;10;0.4;0.4;0.4;0.38222222222221747;2220;17;5711;162965;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908736537;10;6;1;10;0.4;0.4;0.4;0.38222222222221747;452100;77;108;122757;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908737506;10;5;1;10;0.4;0.5;0.4;0.4911111111111016;4200;23;5853;181959;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908737506;10;5;1;10;0.4;0.5;0.4;0.4911111111111016;551100;78;108;199377;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908738504;10;8;1;10;0.4;0.6;0.4;0.6005555555555413;29910;39;7476;403179;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908738504;10;8;1;10;0.4;0.6;0.4;0.6005555555555413;72100;36;108;50307;4573;3;0;0
AFB;0;randomMaxDisCSP_1548908739532;10;6;1;10;0.4;0.7;0.4;0.6949999999999816;100330;49;10956;851570;454;0;1;1
DPOP;0;randomMaxDisCSP_1548908739532;10;6;1;10;0.4;0.7;0.4;0.6949999999999816;461100;76;108;123225;40797;4;1;1
AFB;0;randomMaxDisCSP_1548908740709;10;6;1;10;0.4;0.8;0.4;0.8077777777777545;269480;80;20304;2053165;454;0;2;2
DPOP;0;randomMaxDisCSP_1548908740709;10;6;1;10;0.4;0.8;0.4;0.8077777777777545;54100;54;108;43381;4573;3;2;2
AFB;0;randomMaxDisCSP_1548908742168;10;5;1;10;0.4;0.9;0.4;0.9066666666666391;1567700;212;84000;10691563;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908742168;10;5;1;10;0.4;0.9;0.4;0.9066666666666391;2252100;185;108;485021;402602;5;6;6
AFB;0;randomMaxDisCSP_1548908745401;10;6;1;10;0.4;0.99;0.4;0.9894444444444133;7518650;711;336517;45870225;454;0;12;12
DPOP;0;randomMaxDisCSP_1548908745401;10;6;1;10;0.4;0.99;0.4;0.9894444444444133;3551100;265;109;520914;402602;5;12;12
AFB;0;randomMaxDisCSP_1548908754622;10;6;1;10;0.4;0.4;0.4;0.39944444444443894;4960;22;5936;193026;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908754622;10;6;1;10;0.4;0.4;0.4;0.39944444444443894;472100;77;108;82447;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908755551;10;6;1;10;0.4;0.5;0.4;0.5016666666666567;8610;21;6194;226981;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908755551;10;6;1;10;0.4;0.5;0.4;0.5016666666666567;462100;78;108;119059;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908756500;10;5;1;10;0.4;0.6;0.4;0.6122222222222075;15540;30;6688;292815;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908756500;10;5;1;10;0.4;0.6;0.4;0.6122222222222075;1472100;195;108;528638;402602;5;0;0
AFB;0;randomMaxDisCSP_1548908757733;10;5;1;10;0.4;0.7;0.4;0.6738888888888714;48470;38;7938;461297;454;0;0;0
DPOP;0;randomMaxDisCSP_1548908757733;10;5;1;10;0.4;0.7;0.4;0.6738888888888714;451100;94;108;123213;40797;4;0;0
AFB;0;randomMaxDisCSP_1548908758836;10;7;1;10;0.4;0.8;0.4;0.7955555555555328;220920;73;20002;2015786;454;0;3;3
DPOP;0;randomMaxDisCSP_1548908758836;10;7;1;10;0.4;0.8;0.4;0.7955555555555328;72100;54;108;43378;4573;3;3;3
AFB;0;randomMaxDisCSP_1548908760304;10;6;1;10;0.4;0.9;0.4;0.9005555555555282;3128900;319;183956;24052536;454;0;6;6
DPOP;0;randomMaxDisCSP_1548908760304;10;6;1;10;0.4;0.9;0.4;0.9005555555555282;42100;48;108;47003;4573;3;6;6
AFB;0;randomMaxDisCSP_1548908765402;10;7;1;10;0.4;0.99;0.4;0.9894444444444133;227000;80;20226;2077959;454;0;13;13
DPOP;0;randomMaxDisCSP_1548908765402;10;7;1;10;0.4;0.99;0.4;0.9894444444444133;432100;71;108;78336;40797;4;13;13
